Test Trajectory,Test Trajectory Timestep,Learner Trajectory,Learner Trajectory Timestep,Test Actions,Learner Actions,Test Rewards,Learner Rewards,Test Return,Learner Return
231_230_408_419_76_271_388_311_31_268_357_323_319_315_52_374_241_129,201,231_230_408_419_76_271_388_311_31_267_56_35_152_250_243_212_25_251_129,201,6_6_6_6_6_6_6_6_4_4_4_5_6_6_6_6_6,6_6_6_6_6_6_6_6_6_6_6_6_6_3_2_2_4_6,0.6587448120117188_0.6617801189422607_1.0973910093307495_1.1052136421203613_1.0953222513198853_1.067576289176941_0.65907222032547_1.1017056703567505_1.288497805595398_1.0324786901474_1.0282678604125977_1.3663338422775269_1.0449635982513428_1.0998426675796509_1.097711443901062_1.404392123222351_1.0919170379638672,0.6587448120117188_0.6617801189422607_1.0973910093307495_1.1052136421203613_1.0953222513198853_1.067576289176941_0.65907222032547_1.1017056703567505_1.378924012184143_1.0992463827133179_1.0946123600006104_1.0939195156097412_1.0981531143188477_1.048170804977417_1.0736839771270752_0.6600384712219238_1.0026452541351318_1.0973292589187622,17.901211082935333,18.093529164791107
231_230_408_419_76_271_388_311_31_267_56_34_36_374_241_129,204,231_230_408_419_76_271_388_311_31_267_56_35_152_250_243_212_25_251_129,204,6_6_6_6_6_6_6_6_6_6_4_4_6_6_6,6_6_6_6_6_6_6_6_6_6_6_6_6_3_2_2_4_6,0.6617343425750732_0.6615028381347656_1.0996123552322388_1.1036710739135742_1.0939775705337524_1.0690977573394775_0.6591575741767883_1.1011799573898315_1.3797285556793213_1.1014509201049805_1.004156231880188_1.0342166423797607_1.0932955741882324_1.4042013883590698_1.0915863513946533,0.6617343425750732_0.6615028381347656_1.0996123552322388_1.1036710739135742_1.0939775705337524_1.0690977573394775_0.6591575741767883_1.1011799573898315_1.3797285556793213_1.1014509201049805_1.0945178270339966_1.0933595895767212_1.0993624925613403_1.0478285551071167_1.0733284950256348_0.6602769494056702_1.0024975538253784_1.0973021984100342,15.558569133281708,18.099586606025696
1_338_154_174_364_178_180_337_182_186_347_403_243_211_135,205,1_338_154_174_364_178_180_337_182_186_347_403_243_211_135,205,2_3_3_3_3_3_3_3_3_3_3_3_4_6,2_3_3_3_3_3_3_3_3_3_3_3_4_6,0.6941480040550232_1.0491862297058105_1.0560657978057861_1.0344676971435547_0.6578720808029175_1.0538302659988403_0.6577805876731873_1.0312265157699585_1.0512547492980957_0.6592134237289429_1.0527383089065552_1.0417028665542603_1.0210368633270264_1.0747077465057373,0.6941480040550232_1.0491862297058105_1.0560657978057861_1.0344676971435547_0.6578720808029175_1.0538302659988403_0.6577805876731873_1.0312265157699585_1.0512547492980957_0.6592134237289429_1.0527383089065552_1.0417028665542603_1.0210368633270264_1.0747077465057373,13.135231137275696,13.135231137275696
1_338_154_174_364_178_180_337_182_186_347_403_243_211_135,201,1_338_154_174_364_178_180_337_182_186_347_403_243_211_135,201,2_3_3_3_3_3_3_3_3_3_3_3_4_6,2_3_3_3_3_3_3_3_3_3_3_3_4_6,0.6935603618621826_1.0498814582824707_1.056922197341919_1.0334360599517822_0.6588259935379028_1.0534082651138306_0.6578401327133179_1.0310152769088745_1.0518791675567627_0.6602951288223267_1.0510469675064087_1.0408904552459717_1.0213894844055176_1.0747756958007812,0.6935603618621826_1.0498814582824707_1.056922197341919_1.0334360599517822_0.6588259935379028_1.0534082651138306_0.6578401327133179_1.0310152769088745_1.0518791675567627_0.6602951288223267_1.0510469675064087_1.0408904552459717_1.0213894844055176_1.0747756958007812,13.135166645050049,13.135166645050049
231_230_408_419_76_271_388_311_31_267_56_35_152_250_243_211_135,201,231_230_408_419_76_271_388_311_31_267_56_35_152_250_243_211_135,201,6_6_6_6_6_6_6_6_6_6_6_6_6_3_4_6,6_6_6_6_6_6_6_6_6_6_6_6_6_3_4_6,0.6548839211463928_0.66044020652771_1.0983357429504395_1.1044389009475708_1.095294713973999_1.0664020776748657_0.6612341403961182_1.1023989915847778_1.3810253143310547_1.1009926795959473_1.094038724899292_1.0964512825012207_1.095604419708252_1.0466597080230713_1.0213894844055176_1.0747756958007812,0.6548839211463928_0.66044020652771_1.0983357429504395_1.1044389009475708_1.095294713973999_1.0664020776748657_0.6612341403961182_1.1023989915847778_1.3810253143310547_1.1009926795959473_1.094038724899292_1.0964512825012207_1.095604419708252_1.0466597080230713_1.0213894844055176_1.0747756958007812,16.35436600446701,16.35436600446701
231_230_408_419_76_271_388_311_31_267_56_35_152_250_243_211_135,202,231_230_408_419_76_271_388_311_31_267_56_35_152_250_243_211_135,202,6_6_6_6_6_6_6_6_6_6_6_6_6_3_4_6,6_6_6_6_6_6_6_6_6_6_6_6_6_3_4_6,0.6561066508293152_0.6602641940116882_1.0993152856826782_1.103718638420105_1.0961122512817383_1.0670139789581299_0.6614306569099426_1.101761817932129_1.3808441162109375_1.1005611419677734_1.0944771766662598_1.0959161520004272_1.096227765083313_1.0472888946533203_1.0207841396331787_1.0748472213745117,0.6561066508293152_0.6602641940116882_1.0993152856826782_1.103718638420105_1.0961122512817383_1.0670139789581299_0.6614306569099426_1.101761817932129_1.3808441162109375_1.1005611419677734_1.0944771766662598_1.0959161520004272_1.096227765083313_1.0472888946533203_1.0207841396331787_1.0748472213745117,16.356670081615448,16.356670081615448
231_230_408_419_76_271_388_311_31_267_56_35_152_250_243_211_135,204,231_230_408_419_76_271_388_311_31_267_56_35_152_250_243_211_135,204,6_6_6_6_6_6_6_6_6_6_6_6_6_3_4_6,6_6_6_6_6_6_6_6_6_6_6_6_6_3_4_6,0.6569072008132935_0.6601608991622925_1.0995428562164307_1.1040024757385254_1.0954192876815796_1.0667901039123535_0.6612961292266846_1.1024776697158813_1.381033182144165_1.102820873260498_1.0939099788665771_1.0958497524261475_1.0970512628555298_1.0463273525238037_1.0215985774993896_1.0742180347442627,0.6569072008132935_0.6601608991622925_1.0995428562164307_1.1040024757385254_1.0954192876815796_1.0667901039123535_0.6612961292266846_1.1024776697158813_1.381033182144165_1.102820873260498_1.0939099788665771_1.0958497524261475_1.0970512628555298_1.0463273525238037_1.0215985774993896_1.0742180347442627,16.359405636787415,16.359405636787415
231_230_408_419_76_271_388_311_31_267_56_35_152_250_243_211_135,205,231_230_408_419_76_271_388_311_31_267_56_35_152_250_243_211_135,205,6_6_6_6_6_6_6_6_6_6_6_6_6_3_4_6,6_6_6_6_6_6_6_6_6_6_6_6_6_3_4_6,0.6575981974601746_0.6601276397705078_1.0994441509246826_1.1041700839996338_1.0954558849334717_1.0663118362426758_0.6613280773162842_1.1022679805755615_1.3815369606018066_1.1029502153396606_1.0936529636383057_1.0957673788070679_1.0962576866149902_1.0469330549240112_1.0210368633270264_1.0747077465057373,0.6575981974601746_0.6601276397705078_1.0994441509246826_1.1041700839996338_1.0954558849334717_1.0663118362426758_0.6613280773162842_1.1022679805755615_1.3815369606018066_1.1029502153396606_1.0936529636383057_1.0957673788070679_1.0962576866149902_1.0469330549240112_1.0210368633270264_1.0747077465057373,16.359546720981598,16.359546720981598
231_230_408_419_76_271_388_311_31_267_56_35_152_250_243_211_135,203,231_230_408_419_76_271_388_311_31_267_56_35_152_250_243_211_135,203,6_6_6_6_6_6_6_6_6_6_6_6_6_3_4_6,6_6_6_6_6_6_6_6_6_6_6_6_6_3_4_6,0.6572726368904114_0.6599820852279663_1.0996381044387817_1.1038857698440552_1.0960193872451782_1.0665323734283447_0.6612583994865417_1.102795124053955_1.3806401491165161_1.1016886234283447_1.094534158706665_1.0950305461883545_1.097869873046875_1.0464155673980713_1.0218231678009033_1.0742157697677612,0.6572726368904114_0.6599820852279663_1.0996381044387817_1.1038857698440552_1.0960193872451782_1.0665323734283447_0.6612583994865417_1.102795124053955_1.3806401491165161_1.1016886234283447_1.094534158706665_1.0950305461883545_1.097869873046875_1.0464155673980713_1.0218231678009033_1.0742157697677612,16.359601736068726,16.359601736068726
1_338_154_174_364_178_180_337_182_186_347_403_243_211_136,206,1_338_154_174_364_178_180_337_182_186_347_403_243_211_136,206,2_3_3_3_3_3_3_3_3_3_3_3_4_4,2_3_3_3_3_3_3_3_3_3_3_3_4_4,0.6945878863334656_1.0485317707061768_1.0559457540512085_1.0339332818984985_0.6585693955421448_1.0539308786392212_0.6584234237670898_1.0318102836608887_1.0515695810317993_0.6577886343002319_1.053478479385376_1.0426669120788574_1.0196151733398438_1.0366417169570923,0.6945878863334656_1.0485317707061768_1.0559457540512085_1.0339332818984985_0.6585693955421448_1.0539308786392212_0.6584234237670898_1.0318102836608887_1.0515695810317993_0.6577886343002319_1.053478479385376_1.0426669120788574_1.0196151733398438_1.0366417169570923,13.097493171691895,13.097493171691895
1_338_154_174_364_178_180_337_182_186_347_403_243_211_136,206,1_338_154_174_364_178_180_337_182_186_347_403_243_211_136,206,2_3_3_3_3_3_3_3_3_3_3_3_4_4,2_3_3_3_3_3_3_3_3_3_3_3_4_4,0.6945878863334656_1.0485317707061768_1.0559457540512085_1.0339332818984985_0.6585693955421448_1.0539308786392212_0.6584234237670898_1.0318102836608887_1.0515695810317993_0.6577886343002319_1.053478479385376_1.0426669120788574_1.0196151733398438_1.0366417169570923,0.6945878863334656_1.0485317707061768_1.0559457540512085_1.0339332818984985_0.6585693955421448_1.0539308786392212_0.6584234237670898_1.0318102836608887_1.0515695810317993_0.6577886343002319_1.053478479385376_1.0426669120788574_1.0196151733398438_1.0366417169570923,13.097493171691895,13.097493171691895
1_338_154_174_364_178_180_337_182_186_347_403_243_211_136,206,1_338_154_174_364_178_180_337_182_186_347_403_243_211_136,206,2_3_3_3_3_3_3_3_3_3_3_3_4_4,2_3_3_3_3_3_3_3_3_3_3_3_4_4,0.6945878863334656_1.0485317707061768_1.0559457540512085_1.0339332818984985_0.6585693955421448_1.0539308786392212_0.6584234237670898_1.0318102836608887_1.0515695810317993_0.6577886343002319_1.053478479385376_1.0426669120788574_1.0196151733398438_1.0366417169570923,0.6945878863334656_1.0485317707061768_1.0559457540512085_1.0339332818984985_0.6585693955421448_1.0539308786392212_0.6584234237670898_1.0318102836608887_1.0515695810317993_0.6577886343002319_1.053478479385376_1.0426669120788574_1.0196151733398438_1.0366417169570923,13.097493171691895,13.097493171691895
1_338_154_174_364_178_180_337_182_186_347_403_243_211_136,206,1_338_154_174_364_178_180_337_182_186_347_403_243_211_136,206,2_3_3_3_3_3_3_3_3_3_3_3_4_4,2_3_3_3_3_3_3_3_3_3_3_3_4_4,0.6945878863334656_1.0485317707061768_1.0559457540512085_1.0339332818984985_0.6585693955421448_1.0539308786392212_0.6584234237670898_1.0318102836608887_1.0515695810317993_0.6577886343002319_1.053478479385376_1.0426669120788574_1.0196151733398438_1.0366417169570923,0.6945878863334656_1.0485317707061768_1.0559457540512085_1.0339332818984985_0.6585693955421448_1.0539308786392212_0.6584234237670898_1.0318102836608887_1.0515695810317993_0.6577886343002319_1.053478479385376_1.0426669120788574_1.0196151733398438_1.0366417169570923,13.097493171691895,13.097493171691895
1_338_154_174_364_178_180_337_182_186_347_403_243_211_136,202,1_338_154_174_364_178_180_337_182_186_347_403_243_211_136,202,2_3_3_3_3_3_3_3_3_3_3_3_4_4,2_3_3_3_3_3_3_3_3_3_3_3_4_4,0.6942467093467712_1.0487478971481323_1.0558983087539673_1.0353230237960815_0.6582885980606079_1.0526814460754395_0.6578283309936523_1.0314044952392578_1.0516215562820435_0.6594081521034241_1.0516724586486816_1.043214201927185_1.0191874504089355_1.0370261669158936,0.6942467093467712_1.0487478971481323_1.0558983087539673_1.0353230237960815_0.6582885980606079_1.0526814460754395_0.6578283309936523_1.0314044952392578_1.0516215562820435_0.6594081521034241_1.0516724586486816_1.043214201927185_1.0191874504089355_1.0370261669158936,13.096548795700073,13.096548795700073
231_230_408_419_76_271_388_311_31_267_56_35_152_250_243_211_136,203,231_230_408_419_76_271_388_311_31_267_56_35_152_250_243_211_136,203,6_6_6_6_6_6_6_6_6_6_6_6_6_3_4_4,6_6_6_6_6_6_6_6_6_6_6_6_6_3_4_4,0.6584429740905762_0.6605742573738098_1.098264217376709_1.1043353080749512_1.0953141450881958_1.0678290128707886_0.6603960990905762_1.1021678447723389_1.3817861080169678_1.10129976272583_1.0948084592819214_1.0942869186401367_1.0977421998977661_1.04682457447052_1.0199452638626099_1.0364222526550293,0.6584429740905762_0.6605742573738098_1.098264217376709_1.1043353080749512_1.0953141450881958_1.0678290128707886_0.6603960990905762_1.1021678447723389_1.3817861080169678_1.10129976272583_1.0948084592819214_1.0942869186401367_1.0977421998977661_1.04682457447052_1.0199452638626099_1.0364222526550293,16.320439398288727,16.320439398288727
231_230_408_419_76_271_388_311_31_267_56_35_152_250_243_211_136,203,231_230_408_419_76_271_388_311_31_267_56_35_152_250_243_211_136,203,6_6_6_6_6_6_6_6_6_6_6_6_6_3_4_4,6_6_6_6_6_6_6_6_6_6_6_6_6_3_4_4,0.6584429740905762_0.6605742573738098_1.098264217376709_1.1043353080749512_1.0953141450881958_1.0678290128707886_0.6603960990905762_1.1021678447723389_1.3817861080169678_1.10129976272583_1.0948084592819214_1.0942869186401367_1.0977421998977661_1.04682457447052_1.0199452638626099_1.0364222526550293,0.6584429740905762_0.6605742573738098_1.098264217376709_1.1043353080749512_1.0953141450881958_1.0678290128707886_0.6603960990905762_1.1021678447723389_1.3817861080169678_1.10129976272583_1.0948084592819214_1.0942869186401367_1.0977421998977661_1.04682457447052_1.0199452638626099_1.0364222526550293,16.320439398288727,16.320439398288727
231_230_408_419_76_271_388_311_31_267_56_35_152_250_243_211_136,203,231_230_408_419_76_271_388_311_31_267_56_35_152_250_243_211_136,203,6_6_6_6_6_6_6_6_6_6_6_6_6_3_4_4,6_6_6_6_6_6_6_6_6_6_6_6_6_3_4_4,0.6584429740905762_0.6605742573738098_1.098264217376709_1.1043353080749512_1.0953141450881958_1.0678290128707886_0.6603960990905762_1.1021678447723389_1.3817861080169678_1.10129976272583_1.0948084592819214_1.0942869186401367_1.0977421998977661_1.04682457447052_1.0199452638626099_1.0364222526550293,0.6584429740905762_0.6605742573738098_1.098264217376709_1.1043353080749512_1.0953141450881958_1.0678290128707886_0.6603960990905762_1.1021678447723389_1.3817861080169678_1.10129976272583_1.0948084592819214_1.0942869186401367_1.0977421998977661_1.04682457447052_1.0199452638626099_1.0364222526550293,16.320439398288727,16.320439398288727
307_238_392_393_396_204_206_203_190_397_351_337_182_186_347_403_243_211_136,201,307_238_391_351_337_182_186_347_403_243_211_136,201,3_3_3_3_5_5_7_7_7_5_3_3_3_3_3_3_4_4,3_5_5_3_3_3_3_3_3_4_4,0.6564559936523438_1.0322459936141968_1.0461912155151367_1.091841459274292_1.0465959310531616_1.0756911039352417_1.0167878866195679_1.0148072242736816_1.0089950561523438_1.0983266830444336_0.6693180203437805_1.0311487913131714_1.0520548820495605_0.6594690680503845_1.0516114234924316_1.0419275760650635_1.0197153091430664_1.0372216701507568,0.6564559936523438_1.0700623989105225_1.107709527015686_0.6693180203437805_1.0311487913131714_1.0520548820495605_0.6594690680503845_1.0516114234924316_1.0419275760650635_1.0197153091430664_1.0372216701507568,17.650405287742615,10.396694660186768
1_338_154_174_364_178_180_337_181_183_185_177_404_195_141,202,1_338_154_174_365_404_195_141,202,2_3_3_3_3_3_3_5_5_7_7_7_7_3,2_3_3_5_7_7_3,0.6933810114860535_1.0531123876571655_1.057934045791626_1.0296688079833984_0.657098114490509_1.0566285848617554_0.6575350761413574_1.0524752140045166_1.1006847620010376_0.6616399884223938_1.2464386224746704_0.6438174247741699_1.0079635381698608_0.6556933522224426,0.6933810114860535_1.0531123876571655_1.057934045791626_1.0413151979446411_0.6626406311988831_1.0079635381698608_0.6556933522224426,12.574070930480957,6.172040164470673
32_309_311_31_267_56_35_152_250_242_356_362_193_185_177_404_195_141,200,32_310_388_311_31_267_56_35_152_250_242_356_362_193_185_177_404_195_141,200,0_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_3,1_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_3,0.986814022064209_0.7022218704223633_1.095629096031189_1.3588918447494507_1.0981662273406982_1.0906431674957275_1.093851923942566_1.0938912630081177_1.0612239837646484_0.6450011134147644_1.0130889415740967_1.012660264968872_0.6463940739631653_1.2472097873687744_0.6437574028968811_1.0076978206634521_0.6556573510169983,1.0840775966644287_1.0768574476242065_0.659001886844635_1.095629096031189_1.3588918447494507_1.0981662273406982_1.0906431674957275_1.093851923942566_1.0938912630081177_1.0612239837646484_0.6450011134147644_1.0130889415740967_1.012660264968872_0.6463940739631653_1.2472097873687744_0.6437574028968811_1.0076978206634521_0.6556573510169983,16.452800154685974,17.583701193332672
46_321_26_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_349_290_365_404_195_141,200,46_321_26_29_328_240_244_152_250_242_356_362_193_185_177_404_195_141,200,7_7_7_7_0_0_0_7_7_7_7_7_7_7_7_7_7_7_5_5_5_7_7_3,7_7_7_7_0_0_6_6_6_7_7_7_7_7_7_7_3,1.0026981830596924_0.9916386604309082_1.0099297761917114_0.9935730695724487_1.3099573850631714_1.0204460620880127_1.00350022315979_1.0020124912261963_0.647218644618988_0.6500222682952881_0.9951992630958557_1.0183560848236084_0.9890606999397278_1.0148913860321045_1.0130823850631714_1.0020205974578857_1.0125304460525513_1.2568018436431885_1.0746736526489258_1.0743721723556519_1.0706199407577515_0.6628905534744263_1.0076978206634521_0.6556573510169983,1.0026981830596924_0.9916386604309082_1.0099297761917114_0.9935730695724487_1.3099573850631714_1.0204460620880127_1.1058562994003296_1.0938912630081177_1.0612239837646484_0.6450011134147644_1.0130889415740967_1.012660264968872_0.6463940739631653_1.2472097873687744_0.6437574028968811_1.0076978206634521_0.6556573510169983,23.478850960731506,16.460681438446045
46_321_26_29_328_240_244_152_250_242_356_362_193_185_177_404_195_141,200,46_321_26_29_328_240_244_152_250_242_356_362_193_185_177_404_195_141,200,7_7_7_7_0_0_6_6_6_7_7_7_7_7_7_7_3,7_7_7_7_0_0_6_6_6_7_7_7_7_7_7_7_3,1.0026981830596924_0.9916386604309082_1.0099297761917114_0.9935730695724487_1.3099573850631714_1.0204460620880127_1.1058562994003296_1.0938912630081177_1.0612239837646484_0.6450011134147644_1.0130889415740967_1.012660264968872_0.6463940739631653_1.2472097873687744_0.6437574028968811_1.0076978206634521_0.6556573510169983,1.0026981830596924_0.9916386604309082_1.0099297761917114_0.9935730695724487_1.3099573850631714_1.0204460620880127_1.1058562994003296_1.0938912630081177_1.0612239837646484_0.6450011134147644_1.0130889415740967_1.012660264968872_0.6463940739631653_1.2472097873687744_0.6437574028968811_1.0076978206634521_0.6556573510169983,16.460681438446045,16.460681438446045
64_46_321_26_29_328_240_244_152_250_242_356_362_193_185_177_404_195_141,201,64_46_321_26_29_328_240_244_152_250_242_356_362_193_185_177_404_195_141,201,7_7_7_7_7_0_0_6_6_6_7_7_7_7_7_7_7_3,7_7_7_7_7_0_0_6_6_6_7_7_7_7_7_7_7_3,0.9946213960647583_1.0026073455810547_0.9916539192199707_1.0101056098937988_0.9938051700592041_1.309523105621338_1.0205442905426025_1.1076269149780273_1.092110276222229_1.0620206594467163_0.6444005966186523_1.0131521224975586_1.0136178731918335_0.6459065675735474_1.2462798357009888_0.6439204812049866_1.0079944133758545_0.6552134156227112,0.9946213960647583_1.0026073455810547_0.9916539192199707_1.0101056098937988_0.9938051700592041_1.309523105621338_1.0205442905426025_1.1076269149780273_1.092110276222229_1.0620206594467163_0.6444005966186523_1.0131521224975586_1.0136178731918335_0.6459065675735474_1.2462798357009888_0.6439204812049866_1.0079944133758545_0.6552134156227112,17.455103993415833,17.455103993415833
64_46_321_26_29_328_240_244_152_250_242_356_362_193_185_177_404_195_141,200,64_46_321_26_29_328_240_244_152_250_242_356_362_193_185_177_404_195_141,200,7_7_7_7_7_0_0_6_6_6_7_7_7_7_7_7_7_3,7_7_7_7_7_0_0_6_6_6_7_7_7_7_7_7_7_3,0.9942224025726318_1.0026981830596924_0.9916386604309082_1.0099297761917114_0.9935730695724487_1.3099573850631714_1.0204460620880127_1.1058562994003296_1.0938912630081177_1.0612239837646484_0.6450011134147644_1.0130889415740967_1.012660264968872_0.6463940739631653_1.2472097873687744_0.6437574028968811_1.0076978206634521_0.6556573510169983,0.9942224025726318_1.0026981830596924_0.9916386604309082_1.0099297761917114_0.9935730695724487_1.3099573850631714_1.0204460620880127_1.1058562994003296_1.0938912630081177_1.0612239837646484_0.6450011134147644_1.0130889415740967_1.012660264968872_0.6463940739631653_1.2472097873687744_0.6437574028968811_1.0076978206634521_0.6556573510169983,17.454903841018677,17.454903841018677
76_271_388_311_31_267_56_35_152_250_242_356_362_193_185_177_404_195_141,200,76_271_388_311_31_267_56_35_152_250_242_356_362_193_185_177_404_195_141,200,6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_3,6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_3,1.0935248136520386_1.059080958366394_0.659001886844635_1.095629096031189_1.3588918447494507_1.0981662273406982_1.0906431674957275_1.093851923942566_1.0938912630081177_1.0612239837646484_0.6450011134147644_1.0130889415740967_1.012660264968872_0.6463940739631653_1.2472097873687744_0.6437574028968811_1.0076978206634521_0.6556573510169983,1.0935248136520386_1.059080958366394_0.659001886844635_1.095629096031189_1.3588918447494507_1.0981662273406982_1.0906431674957275_1.093851923942566_1.0938912630081177_1.0612239837646484_0.6450011134147644_1.0130889415740967_1.012660264968872_0.6463940739631653_1.2472097873687744_0.6437574028968811_1.0076978206634521_0.6556573510169983,17.57537192106247,17.57537192106247
76_271_388_311_31_267_56_35_152_250_242_356_362_193_185_177_404_195_141,200,76_271_388_311_31_267_56_35_152_250_242_356_362_193_185_177_404_195_141,200,6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_3,6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_3,1.0935248136520386_1.059080958366394_0.659001886844635_1.095629096031189_1.3588918447494507_1.0981662273406982_1.0906431674957275_1.093851923942566_1.0938912630081177_1.0612239837646484_0.6450011134147644_1.0130889415740967_1.012660264968872_0.6463940739631653_1.2472097873687744_0.6437574028968811_1.0076978206634521_0.6556573510169983,1.0935248136520386_1.059080958366394_0.659001886844635_1.095629096031189_1.3588918447494507_1.0981662273406982_1.0906431674957275_1.093851923942566_1.0938912630081177_1.0612239837646484_0.6450011134147644_1.0130889415740967_1.012660264968872_0.6463940739631653_1.2472097873687744_0.6437574028968811_1.0076978206634521_0.6556573510169983,17.57537192106247,17.57537192106247
76_271_388_311_31_267_56_35_152_250_242_356_362_193_185_177_404_195_141,200,76_271_388_311_31_267_56_35_152_250_242_356_362_193_185_177_404_195_141,200,6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_3,6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_3,1.0935248136520386_1.059080958366394_0.659001886844635_1.095629096031189_1.3588918447494507_1.0981662273406982_1.0906431674957275_1.093851923942566_1.0938912630081177_1.0612239837646484_0.6450011134147644_1.0130889415740967_1.012660264968872_0.6463940739631653_1.2472097873687744_0.6437574028968811_1.0076978206634521_0.6556573510169983,1.0935248136520386_1.059080958366394_0.659001886844635_1.095629096031189_1.3588918447494507_1.0981662273406982_1.0906431674957275_1.093851923942566_1.0938912630081177_1.0612239837646484_0.6450011134147644_1.0130889415740967_1.012660264968872_0.6463940739631653_1.2472097873687744_0.6437574028968811_1.0076978206634521_0.6556573510169983,17.57537192106247,17.57537192106247
76_271_388_311_31_267_56_35_152_250_242_356_362_193_185_177_404_195_141,204,76_271_388_311_31_267_56_35_152_250_242_356_362_193_185_177_404_195_141,204,6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_3,6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_3,1.091239094734192_1.0642075538635254_0.6565925478935242_1.0969949960708618_1.3606555461883545_1.1039626598358154_1.0908589363098145_1.0933290719985962_1.093915581703186_1.0620818138122559_0.6437774300575256_1.0128073692321777_1.012913703918457_0.6466832160949707_1.2461789846420288_0.6440719962120056_1.0080550909042358_0.6557791829109192,1.091239094734192_1.0642075538635254_0.6565925478935242_1.0969949960708618_1.3606555461883545_1.1039626598358154_1.0908589363098145_1.0933290719985962_1.093915581703186_1.0620818138122559_0.6437774300575256_1.0128073692321777_1.012913703918457_0.6466832160949707_1.2461789846420288_0.6440719962120056_1.0080550909042358_0.6557791829109192,17.584104776382446,17.584104776382446
81_292_293_294_296_203_190_397_350_237_305_349_290_365_404_195_141,200,81_292_293_294_296_203_190_397_350_237_305_349_290_364_178_180_337_182_186_347_403_242_356_362_193_185_177_404_195_141,200,7_7_7_7_7_7_7_7_7_7_5_5_5_7_7_3,7_7_7_7_7_7_7_7_7_7_5_5_3_3_3_3_3_3_3_3_6_7_7_7_7_7_7_7_3,0.6625342965126038_0.6500222682952881_0.9951992630958557_1.0183560848236084_0.9890606999397278_1.0148913860321045_1.0130823850631714_1.0020205974578857_1.0125304460525513_1.2568018436431885_1.0746736526489258_1.0743721723556519_1.0706199407577515_0.6628905534744263_1.0076978206634521_0.6556573510169983,0.6625342965126038_0.6500222682952881_0.9951992630958557_1.0183560848236084_0.9890606999397278_1.0148913860321045_1.0130823850631714_1.0020205974578857_1.0125304460525513_1.2568018436431885_1.0746736526489258_1.0743721723556519_1.0577199459075928_0.6575260758399963_1.0553958415985107_0.6578099727630615_1.0151323080062866_1.0660887956619263_0.6565932631492615_1.0513560771942139_1.0571322441101074_0.6450011134147644_1.0130889415740967_1.012660264968872_0.6463940739631653_1.2472097873687744_0.6437574028968811_1.0076978206634521_0.6556573510169983,15.160410761833191,26.909766376018524
230_408_419_76_271_388_311_31_267_56_35_152_250_242_356_362_193_185_177_404_195_141,200,230_408_419_76_271_388_311_31_267_56_35_152_250_242_356_362_193_185_177_404_195_141,200,6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_3,6_6_6_6_6_6_6_6_6_6_6_6_6_7_7_7_7_7_7_7_3,0.6581382155418396_1.0951019525527954_1.1049060821533203_1.0935248136520386_1.059080958366394_0.659001886844635_1.095629096031189_1.3588918447494507_1.0981662273406982_1.0906431674957275_1.093851923942566_1.0938912630081177_1.0612239837646484_0.6450011134147644_1.0130889415740967_1.012660264968872_0.6463940739631653_1.2472097873687744_0.6437574028968811_1.0076978206634521_0.6556573510169983,0.6581382155418396_1.0951019525527954_1.1049060821533203_1.0935248136520386_1.059080958366394_0.659001886844635_1.095629096031189_1.3588918447494507_1.0981662273406982_1.0906431674957275_1.093851923942566_1.0938912630081177_1.0612239837646484_0.6450011134147644_1.0130889415740967_1.012660264968872_0.6463940739631653_1.2472097873687744_0.6437574028968811_1.0076978206634521_0.6556573510169983,20.433518171310425,20.433518171310425
